id,peak_id,Chr,Start,End,Strand,Length,PCF_logFC,BSF_logFC,logCPM,mean_bsf_b,mean_bsf_g,mean_pcf_b,mean_pcf_g,closest_genome,closest_gene,closest_orient
173,NA_peak_174,TP26P4-6c09.p1k,22711,23346,.,636,0.594,3.256,3.717,19.626,3.833,12.39,9.197,Tb09.v4.0046,Tb09.v4.0046,+
174,NA_peak_175,TP26P4-6c09.p1k,23652,24174,.,523,-0.85,0.7,2.248,4.801,5.349,2.421,5.621,Tb09.v4.0046,Tb09.v4.0046,+
175,NA_peak_176,TP29O12a-1b01.p1k,2376,3284,.,909,-0.121,-4.055,5.182,2.2,85.324,41.487,44.764,Tb09.v4.0047,Tb09.v4.0047,+
176,NA_peak_177,TP29O12a-1b01.p1k,4255,5618,.,1364,0.082,-0.066,6.8,52.153,109.173,150.483,156.233,Tb09.v4.0047,Tb09.v4.0047,+
177,NA_peak_178,TP29O12a-1b01.p1k,8514,9417,.,904,-1.262,2.509,6.934,207.651,82.202,26.695,62.916,transcript-p1-CDS1,transcript-p1-CDS1,+
178,NA_peak_179,TP29O12a-1b01.p1k,13804,14892,.,1089,0.874,-1.139,7.344,35.393,413.757,153.551,96.228,Tb09.v4.0049,Tb09.v4.0049,+
179,NA_peak_180,TP29O12a-1b01.p1k,16716,17588,.,873,-1.543,3.151,6.281,130.686,11.238,5.182,19.205,Tb09.v4.0050,Tb09.v4.0050,+
180,NA_peak_181,TP29O12a-1b01.p1k,19298,19598,.,301,-3.231,-0.252,3.351,5.732,14.165,1.696,21.715,Tb09.v4.0050,Tb09.v4.0050,+
181,NA_peak_182,TP29O12a-1b01.p1k,21023,21712,.,690,1.674,-4.504,4.014,0.267,16.721,36.486,12.407,Tb09.v4.0051,Tb09.v4.0051,+
182,NA_peak_183,TP29O12a-1b01.p1k,22795,25039,.,2245,-4.192,1.029,6.303,97.306,105.219,3.876,53.524,Tb09.v4.0051,Tb09.v4.0051,+
183,NA_peak_184,TP29O12a-1b01.p1k,25775,26587,.,813,-0.217,-1.913,3.91,5.353,39.873,4.845,11.181,Tb09.v4.0052,Tb09.v4.0052,+
184,NA_peak_185,TP29O12a-1b01.p1k,28323,28755,.,433,1.174,-4.677,2.142,0.0,2.456,10.078,5.22,Tb09.v4.0053,Tb09.v4.0053,+
185,NA_peak_186,TP3F6-6f06.p1k,2342,4299,.,1958,-1.079,-2.413,5.536,17.663,167.488,8.541,22.819,Tb10.v4.0032,Tb10.v4.0032,-
186,NA_peak_187,TP3F6-6f06.p1k,6597,7349,.,753,-1.669,2.616,4.968,13.107,4.412,45.544,93.434,Tb10.v4.0033,Tb10.v4.0033,-
187,NA_peak_188,TP3F6-6f06.p1k,16532,18433,.,1902,0.309,-2.087,6.855,24.292,269.139,84.305,52.342,Tb10.v4.0037-E2,Tb10.v4.0037-E2,-
188,NA_peak_189,TP3F6-6f06.p1k,19367,19997,.,631,3.134,1.481,4.775,48.31,36.543,5.876,2.141,Tb10.v4.0039,Tb10.v4.0039,-
189,NA_peak_190,TP3F6-6f06.p1k,22539,23415,.,877,0.302,-2.633,4.088,5.49,47.531,10.279,7.105,Tb10.v4.0040,Tb10.v4.0040,-
190,NA_peak_191,TP3F6-6h01.p1k,501,2765,.,2265,-0.604,0.1,6.652,55.528,179.209,43.973,39.097,Tb10.v4.0042,Tb10.v4.0042,-
191,NA_peak_192,TP3F6-6h01.p1k,3342,4068,.,727,-0.222,-1.184,4.029,7.361,22.808,24.087,23.154,Tb10.v4.0042,Tb10.v4.0042,-
192,NA_peak_193,TP3F6-6h01.p1k,4330,5031,.,702,-0.036,0.673,5.437,38.085,48.118,44.783,42.325,Tb10.v4.0042,Tb10.v4.0042,-
193,NA_peak_194,TP3F6-6h01.p1k,5282,5723,.,442,0.17,0.796,4.126,15.896,18.218,18.583,16.83,Tb10.v4.0042,Tb10.v4.0042,-
194,NA_peak_195,TP3F6-6h01.p1k,8839,10007,.,1169,0.203,-2.048,5.148,0.206,116.863,8.375,15.509,Tb10.v4.0044,Tb10.v4.0044,-
195,NA_peak_196,TP3F6-6h01.p1k,12182,13261,.,1080,0.809,-3.214,5.318,11.254,114.267,24.569,12.119,Tb10.v4.0046,Tb10.v4.0046,-
196,NA_peak_197,TPB1C9-1a08.q1k,196,1002,.,807,-1.699,0.707,1.979,3.706,4.703,1.582,4.544,transcript-p1-CDS1,transcript-p1-CDS1,+
197,NA_peak_198,TPB1C9-1a08.q1k,7277,9141,.,1865,-2.096,0.404,6.741,41.585,125.844,46.375,62.887,Tb10.v4.0049,Tb10.v4.0049,-
198,NA_peak_199,TPB1C9-1a08.q1k,9781,10150,.,370,1.932,-0.821,3.516,1.167,4.454,25.921,7.502,Tb10.v4.0051,Tb10.v4.0051,-
199,NA_peak_200,TPB1C9-1a08.q1k,10260,10575,.,316,1.354,0.384,3.326,3.019,4.662,20.73,8.187,Tb10.v4.0051,Tb10.v4.0051,-
200,NA_peak_201,TPB1C9-1a08.q1k,10645,11254,.,610,0.162,0.102,4.269,3.157,6.493,28.898,37.685,Tb10.v4.0051,Tb10.v4.0051,-
201,NA_peak_202,Tb927_01_v5.1,13,451,.,439,-1.055,3.45,5.646,76.857,17.96,14.812,22.686,Tb927.1.05,Tb927.1.05,-
202,NA_peak_203,Tb927_01_v5.1,4021,6174,.,2154,-2.612,0.854,7.351,136.764,185.048,37.1,261.813,Tb927.1.10,Tb927.1.10,+
203,NA_peak_204,Tb927_01_v5.1,7800,8208,.,409,-0.984,2.363,4.085,26.128,10.664,6.264,11.041,transcript-p1-CDS1,transcript-p1-CDS1,-
204,NA_peak_205,Tb927_01_v5.1,11954,12602,.,649,-0.104,1.664,3.621,11.254,10.66,7.426,9.458,Tb927.1.40,Tb927.1.40,-
205,NA_peak_206,Tb927_01_v5.1,34946,35569,.,624,-0.171,2.409,3.502,19.832,4.886,2.163,3.413,Tb927.1.40,Tb927.1.40,-
206,NA_peak_207,Tb927_01_v5.1,35906,36295,.,390,-0.287,2.396,2.753,10.828,3.302,2.712,3.174,Tb927.1.40,Tb927.1.40,-
207,NA_peak_208,Tb927_01_v5.1,36503,37209,.,707,-0.167,2.403,4.669,41.722,11.324,7.587,9.955,Tb927.1.40,Tb927.1.40,-
208,NA_peak_209,Tb927_01_v5.1,44998,45862,.,865,-0.063,-1.905,8.112,54.486,389.762,412.492,404.099,Tb927.1.70,Tb927.1.70,-
209,NA_peak_210,Tb927_01_v5.1,46524,47410,.,887,-1.007,-2.732,6.48,10.705,146.34,86.935,161.329,Tb927.1.70,Tb927.1.70,-
210,NA_peak_211,Tb927_01_v5.1,47956,48677,.,722,-2.838,-6.088,6.44,0.853,208.645,27.766,194.295,Tb927.1.70,Tb927.1.70,-
211,NA_peak_212,Tb927_01_v5.1,48904,49943,.,1040,-3.475,-4.904,6.759,3.094,204.693,17.027,288.755,Tb927.1.90,Tb927.1.90,-
212,NA_peak_213,Tb927_01_v5.1,50130,50976,.,847,-2.249,-2.91,6.775,15.852,255.85,44.298,209.588,Tb927.1.90,Tb927.1.90,-
213,NA_peak_214,Tb927_01_v5.1,54057,55013,.,957,-0.678,-2.376,5.906,6.725,88.362,72.988,109.178,Tb927.1.100,Tb927.1.100,-
214,NA_peak_215,Tb927_01_v5.1,57980,58299,.,320,0.515,0.098,4.69,16.675,27.502,29.244,21.604,Tb927.1.100,Tb927.1.100,-
215,NA_peak_216,Tb927_01_v5.1,59296,59666,.,371,-1.605,0.65,5.121,11.323,12.986,31.251,74.84,Tb927.1.110,Tb927.1.110,+
216,NA_peak_217,Tb927_01_v5.1,60140,61590,.,1451,0.609,-1.895,7.211,11.323,375.342,119.93,90.908,Tb927.1.110,Tb927.1.110,+
217,NA_peak_218,Tb927_01_v5.1,62740,64014,.,1275,-1.162,-2.719,6.546,16.95,176.474,64.41,156.893,Tb927.1.120,Tb927.1.120,-
218,NA_peak_219,Tb927_01_v5.1,66911,68179,.,1269,-0.342,2.025,8.387,510.582,232.621,181.519,268.161,Tb927.1.180,Tb927.1.180,-
219,NA_peak_220,Tb927_01_v5.1,68473,69140,.,668,-0.59,2.526,7.087,211.284,69.507,61.037,128.917,Tb927.1.180,Tb927.1.180,-
220,NA_peak_221,Tb927_01_v5.1,69329,70986,.,1658,0.12,1.22,8.589,393.274,364.864,329.433,347.076,Tb927.1.180,Tb927.1.180,-
221,NA_peak_222,Tb927_01_v5.1,73987,74587,.,601,-0.782,-2.557,5.577,5.421,72.463,49.074,91.026,Tb927.1.190,Tb927.1.190,-
222,NA_peak_223,Tb927_01_v5.1,75760,76569,.,810,0.19,-0.425,6.734,29.018,72.797,206.16,183.923,Tb927.1.190,Tb927.1.190,-
223,NA_peak_224,Tb927_01_v5.1,76865,77625,.,761,-0.971,-2.13,5.888,15.646,155.074,39.202,62.829,Tb927.1.190,Tb927.1.190,-
224,NA_peak_225,Tb927_01_v5.1,82943,85624,.,2682,-0.537,1.815,9.577,1154.294,618.242,386.502,624.744,Tb927.1.220,Tb927.1.220,-
225,NA_peak_226,Tb927_01_v5.1,85781,87061,.,1281,0.135,1.014,8.18,273.267,292.577,284.512,306.033,Tb927.1.220,Tb927.1.220,-
226,NA_peak_227,Tb927_01_v5.1,92050,92447,.,398,0.428,-0.567,5.933,11.529,45.099,113.445,94.749,Tb927.1.240,Tb927.1.240,-
227,NA_peak_228,Tb927_01_v5.1,92719,94078,.,1360,-0.012,-0.141,8.378,149.391,360.69,493.509,446.875,Tb927.1.240,Tb927.1.240,-
228,NA_peak_229,Tb927_01_v5.1,95067,96465,.,1399,-0.013,-3.104,7.122,16.53,318.111,148.745,162.313,Tb927.1.240,Tb927.1.240,-
229,NA_peak_230,Tb927_01_v5.1,100797,101201,.,405,-1.121,-2.263,4.994,5.532,63.597,22.374,50.062,Tb927.1.240,Tb927.1.240,-
230,NA_peak_231,Tb927_01_v5.1,102869,103917,.,1049,-0.419,-1.984,6.355,13.519,124.406,90.59,135.541,Tb927.1.270,Tb927.1.270,+
231,NA_peak_232,Tb927_01_v5.1,104753,105504,.,752,-0.516,-0.268,6.942,62.927,139.889,119.608,172.727,Tb927.1.270,Tb927.1.270,+
232,NA_peak_233,Tb927_01_v5.1,106241,107683,.,1443,-0.253,-2.0,7.569,21.396,243.82,275.784,280.753,Tb927.1.270,Tb927.1.270,+
233,NA_peak_234,Tb927_01_v5.1,111470,112383,.,914,-1.706,-2.237,6.427,14.205,134.978,62.073,204.935,Tb927.1.280,Tb927.1.280,+
234,NA_peak_235,Tb927_01_v5.1,112441,113773,.,1333,-0.875,-0.005,7.144,77.474,185.206,121.059,246.491,Tb927.1.280,Tb927.1.280,+
235,NA_peak_236,Tb927_01_v5.1,114145,115871,.,1727,0.118,-3.011,7.743,11.931,340.33,313.72,289.801,Tb927.1.290,Tb927.1.290,+
236,NA_peak_237,Tb927_01_v5.1,119021,119511,.,491,-2.185,-3.054,4.483,3.04,38.292,11.594,41.592,Tb927.1.290,Tb927.1.290,+
237,NA_peak_238,Tb927_01_v5.1,121503,122043,.,541,-0.334,-2.28,4.72,4.599,45.409,28.205,37.574,Tb927.1.300,Tb927.1.300,+
238,NA_peak_239,Tb927_01_v5.1,124047,124471,.,425,-0.024,-2.945,5.533,6.465,101.806,48.763,54.016,Tb927.1.300,Tb927.1.300,+
239,NA_peak_240,Tb927_01_v5.1,124715,125511,.,797,-0.18,-2.865,6.179,10.028,164.798,81.398,86.093,Tb927.1.300,Tb927.1.300,+
240,NA_peak_241,Tb927_01_v5.1,126447,128020,.,1574,0.129,-0.41,8.126,110.344,345.277,360.211,356.471,Tb927.1.300,Tb927.1.300,+
241,NA_peak_242,Tb927_01_v5.1,129091,129578,.,488,0.478,-4.298,4.872,2.466,83.421,17.823,15.96,Tb927.1.300,Tb927.1.300,+
242,NA_peak_243,Tb927_01_v5.1,132379,133286,.,908,0.36,-2.922,5.515,7.823,131.503,26.094,30.621,Tb927.1.330,Tb927.1.330,-
243,NA_peak_244,Tb927_01_v5.1,134173,134695,.,523,0.024,-0.086,5.408,23.662,56.442,40.744,40.468,Tb927.1.350,Tb927.1.350,-
244,NA_peak_245,Tb927_01_v5.1,134869,136742,.,1874,-0.122,0.117,6.023,51.673,88.154,47.958,68.174,Tb927.1.350,Tb927.1.350,-
245,NA_peak_246,Tb927_01_v5.1,141840,142597,.,758,-1.008,-3.548,6.589,3.088,82.077,121.878,227.513,Tb927.1.370.1,Tb927.1.370.1,-
246,NA_peak_247,Tb927_01_v5.1,142651,143460,.,810,0.01,-2.873,6.203,4.866,188.419,67.901,76.398,Tb927.1.370.1,Tb927.1.370.1,-
247,NA_peak_248,Tb927_01_v5.1,144168,145236,.,1069,-1.159,0.161,6.933,63.132,135.436,97.214,233.897,Tb927.1.370.1,Tb927.1.370.1,-
248,NA_peak_249,Tb927_01_v5.1,145736,146603,.,868,-0.453,1.127,7.378,169.703,168.15,114.391,161.305,Tb927.1.380,Tb927.1.380,-
249,NA_peak_250,Tb927_01_v5.1,147708,148069,.,362,0.879,-2.092,5.004,6.313,55.231,52.5,31.552,Tb927.1.400,Tb927.1.400,+
250,NA_peak_251,Tb927_01_v5.1,150493,150869,.,377,0.031,-3.115,5.65,3.706,66.927,76.241,81.909,Tb927.1.400,Tb927.1.400,+
251,NA_peak_252,Tb927_01_v5.1,152424,153262,.,839,-2.64,-3.269,6.669,9.058,247.022,35.231,202.172,Tb927.1.410,Tb927.1.410,+
252,NA_peak_253,Tb927_01_v5.1,153512,154696,.,1185,-3.973,-2.926,7.294,18.596,289.892,20.142,383.271,Tb927.1.410,Tb927.1.410,+
253,NA_peak_254,Tb927_01_v5.1,155855,157004,.,1150,-1.369,-3.662,7.048,9.127,185.256,100.168,297.382,Tb927.1.420,Tb927.1.420,+
254,NA_peak_255,Tb927_01_v5.1,157512,158855,.,1344,-0.529,-2.592,7.404,12.146,149.428,247.343,378.78,Tb927.1.420,Tb927.1.420,+
255,NA_peak_256,Tb927_01_v5.1,162095,163433,.,1339,-0.341,-3.132,7.184,16.95,325.728,140.093,187.226,Tb927.1.430,Tb927.1.430,+
256,NA_peak_257,Tb927_01_v5.1,164532,165690,.,1159,0.113,-0.643,7.994,97.032,325.236,351.894,311.839,Tb927.1.430,Tb927.1.430,+
257,NA_peak_258,Tb927_01_v5.1,167726,169072,.,1347,0.0,-0.018,8.481,168.811,364.024,505.27,489.506,transcript-p1-CDS1,transcript-p1-CDS1,-
258,NA_peak_259,Tb927_01_v5.1,169990,171443,.,1454,-0.092,-2.928,7.562,26.297,434.026,190.482,229.077,transcript-p1-CDS1,transcript-p1-CDS1,-
259,NA_peak_260,Tb927_01_v5.1,174081,174570,.,490,-2.981,-1.92,5.241,8.303,64.072,9.794,89.844,transcript-p1-CDS1,transcript-p1-CDS1,-
260,NA_peak_261,Tb927_01_v5.1,178425,178991,.,567,1.181,-2.773,5.643,5.078,93.19,97.115,41.225,Tb927.1.470,Tb927.1.470,+
261,NA_peak_262,Tb927_01_v5.1,179636,180534,.,899,-0.342,0.217,7.006,92.228,175.35,114.641,141.063,Tb927.1.470,Tb927.1.470,+
262,NA_peak_263,Tb927_01_v5.1,180977,181486,.,510,-1.028,-0.274,5.968,33.145,83.201,47.636,111.665,Tb927.1.470,Tb927.1.470,+
263,NA_peak_264,Tb927_01_v5.1,181678,182667,.,990,-1.009,-0.791,6.327,47.624,136.434,54.046,124.735,Tb927.1.480,Tb927.1.480,+
264,NA_peak_265,Tb927_01_v5.1,183185,184620,.,1436,0.201,-4.08,6.834,3.362,234.858,162.348,137.851,Tb927.1.480,Tb927.1.480,+
265,NA_peak_266,Tb927_01_v5.1,190401,191268,.,868,-0.517,-2.22,6.3,22.529,268.291,26.406,48.348,Tb927.1.490,Tb927.1.490,+
266,NA_peak_267,Tb927_01_v5.1,192811,194253,.,1443,0.151,-2.599,7.8,37.819,491.047,273.911,255.248,Tb927.1.500,Tb927.1.500,+
267,NA_peak_268,Tb927_01_v5.1,195329,196374,.,1046,-0.051,-0.395,8.385,125.647,369.938,502.304,460.652,Tb927.1.500,Tb927.1.500,+
268,NA_peak_269,Tb927_01_v5.1,197332,199923,.,2592,-0.827,1.379,9.503,641.274,571.318,529.549,1182.169,Tb927.1.520-E1,Tb927.1.520-E1,+
269,NA_peak_270,Tb927_01_v5.1,202206,204249,.,2044,-0.214,4.25,8.143,423.879,47.351,177.107,158.913,Tb927.1.530.1,Tb927.1.530.1,-
270,NA_peak_271,Tb927_01_v5.1,211324,213580,.,2257,0.344,-5.515,5.655,1.853,193.075,20.941,24.659,Tb927.1.570,Tb927.1.570,-
271,NA_peak_272,Tb927_01_v5.1,216064,217175,.,1112,-0.26,-5.106,4.797,1.12,93.232,18.629,22.264,Tb927.1.600,Tb927.1.600,-
272,NA_peak_273,Tb927_01_v5.1,221202,222946,.,1745,-0.693,-3.433,7.647,6.519,205.819,237.93,435.449,Tb927.1.640,Tb927.1.640,-
273,NA_peak_274,Tb927_01_v5.1,223067,223811,.,745,0.284,-3.141,6.205,5.902,123.478,103.706,92.583,Tb927.1.640,Tb927.1.640,-
274,NA_peak_275,Tb927_01_v5.1,223864,224207,.,344,0.238,-2.842,5.51,4.255,71.875,70.864,60.566,Tb927.1.640,Tb927.1.640,-
275,NA_peak_276,Tb927_01_v5.1,225321,226198,.,878,0.208,-3.053,6.497,6.931,144.938,125.219,119.782,Tb927.1.640,Tb927.1.640,-
276,NA_peak_277,Tb927_01_v5.1,227995,229237,.,1243,2.395,-6.368,7.465,0.961,343.835,371.834,113.215,Tb927.1.670,Tb927.1.670,-
277,NA_peak_278,Tb927_01_v5.1,237263,238271,.,1009,-2.951,-5.194,3.822,0.412,21.922,7.29,2.741,Tb927.1.720,Tb927.1.720,-
278,NA_peak_279,Tb927_01_v5.1,239457,240332,.,876,0.832,-3.512,4.979,2.187,86.072,47.897,21.604,Tb927.1.730,Tb927.1.730,-
279,NA_peak_280,Tb927_01_v5.1,240377,241173,.,797,0.886,-5.057,4.46,0.48,49.986,36.788,21.28,Tb927.1.740,Tb927.1.740,-
280,NA_peak_281,Tb927_01_v5.1,244533,245160,.,628,-0.2,-4.569,6.266,3.637,160.016,111.022,84.388,Tb927.1.750,Tb927.1.750,-
281,NA_peak_282,Tb927_01_v5.1,245675,246672,.,998,0.535,-1.119,8.525,27.655,130.808,987.747,681.493,Tb927.1.750,Tb927.1.750,-
282,NA_peak_283,Tb927_01_v5.1,249179,250037,.,859,-1.158,0.912,6.212,17.636,18.437,127.911,132.836,Tb927.1.780,Tb927.1.780,-
283,NA_peak_284,Tb927_01_v5.1,251442,252367,.,926,6.525,-1.528,5.114,15.852,82.691,12.563,0.335,Tb927.1.790,Tb927.1.790,-
284,NA_peak_285,Tb927_01_v5.1,252797,253101,.,305,6.365,2.575,3.806,16.744,8.433,14.258,0.301,Tb927.1.790,Tb927.1.790,-
285,NA_peak_286,Tb927_01_v5.1,254333,254740,.,408,6.204,2.708,4.153,23.057,11.196,14.916,0.435,Tb927.1.820,Tb927.1.820,-
286,NA_peak_287,Tb927_01_v5.1,257106,258650,.,1545,-0.429,-6.453,4.853,0.274,50.679,33.639,55.14,Tb927.1.830.2,Tb927.1.830.2,-
287,NA_peak_288,Tb927_01_v5.1,259390,260236,.,847,0.832,-3.974,5.202,3.734,132.425,16.404,11.276,Tb927.1.830,Tb927.1.830,-
288,NA_peak_289,Tb927_01_v5.1,263926,264292,.,367,-2.94,7.664,5.858,110.825,1.415,2.68,1.695,Tb927.1.880,Tb927.1.880,-
289,NA_peak_290,Tb927_01_v5.1,265218,266398,.,1181,-2.075,-4.049,7.046,1.304,534.7,19.727,61.712,Tb927.1.880,Tb927.1.880,-
290,NA_peak_291,Tb927_01_v5.1,267180,267766,.,587,1.793,-4.893,4.88,1.029,103.999,28.067,8.988,Tb927.1.880,Tb927.1.880,-
291,NA_peak_292,Tb927_01_v5.1,269279,271810,.,2532,0.352,-3.228,7.734,20.038,433.277,259.512,202.735,Tb927.1.880,Tb927.1.880,-
292,NA_peak_293,Tb927_01_v5.1,278452,279466,.,1015,5.537,1.089,0.461,0.206,0.693,2.042,0.144,Tb927.1.890,Tb927.1.890,-
293,NA_peak_294,Tb927_01_v5.1,285102,285905,.,804,0.6,-6.732,4.969,0.267,83.494,36.096,31.106,Tb927.1.990,Tb927.1.990,+
294,NA_peak_295,Tb927_01_v5.1,286916,288653,.,1738,-0.006,2.27,8.556,497.648,227.675,293.347,207.063,Tb927.1.990,Tb927.1.990,+
295,NA_peak_296,Tb927_01_v5.1,297453,299725,.,2273,0.918,-0.657,5.714,22.92,85.157,64.991,47.789,Tb927.1.1030,Tb927.1.1030,+
296,NA_peak_297,Tb927_01_v5.1,301150,302507,.,1358,1.122,-2.47,5.356,2.88,43.448,82.78,40.182,Tb927.1.1050,Tb927.1.1050,+
297,NA_peak_298,Tb927_01_v5.1,303935,304867,.,933,1.36,-2.311,3.829,2.134,19.853,35.414,15.87,Tb927.1.1060,Tb927.1.1060,+
298,NA_peak_299,Tb927_01_v5.1,307235,308339,.,1105,1.027,1.296,3.757,4.529,3.687,26.313,12.581,Tb927.1.1080,Tb927.1.1080,+
299,NA_peak_300,Tb927_01_v5.1,313375,315349,.,1975,0.516,-0.733,8.874,132.233,460.88,825.027,677.417,Tb927.1.1120,Tb927.1.1120,+
300,NA_peak_301,Tb927_01_v5.1,320009,321731,.,1723,0.197,-2.716,5.572,7.265,118.031,47.008,31.306,Tb927.1.1160,Tb927.1.1160,+
301,NA_peak_302,Tb927_01_v5.1,321776,322806,.,1031,2.278,-3.027,4.669,0.8,14.593,57.691,26.788,Tb927.1.1170,Tb927.1.1170,+
302,NA_peak_303,Tb927_01_v5.1,325471,327471,.,2001,-1.396,-0.91,5.871,34.929,162.205,18.931,56.679,Tb927.1.1210,Tb927.1.1210,+
303,NA_peak_304,Tb927_01_v5.1,328970,330447,.,1478,-1.546,-3.731,4.542,1.974,63.634,6.683,5.42,Tb927.1.1230,Tb927.1.1230,+
304,NA_peak_305,Tb927_01_v5.1,335290,336815,.,1526,-0.855,-3.412,5.462,0.274,129.223,27.029,58.321,Tb927.1.1270,Tb927.1.1270,+
305,NA_peak_306,Tb927_01_v5.1,338874,339911,.,1038,0.753,1.363,6.621,107.668,37.626,71.985,30.513,Tb927.1.1300,Tb927.1.1300,+
306,NA_peak_307,Tb927_01_v5.1,341192,342065,.,874,0.079,-7.738,4.966,0.32,151.376,5.399,4.465,Tb927.1.1330,Tb927.1.1330,+
307,NA_peak_308,Tb927_01_v5.1,343604,344745,.,1142,-0.54,-6.482,6.068,0.823,275.699,26.337,20.477,Tb927.1.1340,Tb927.1.1340,+
308,NA_peak_309,Tb927_01_v5.1,344986,345983,.,998,0.594,0.0,4.79,8.646,18.48,48.779,40.064,Tb927.1.1340,Tb927.1.1340,+
309,NA_peak_310,Tb927_01_v5.1,351767,353082,.,1316,1.688,1.048,5.17,13.064,12.611,93.7,31.703,Tb927.1.1370,Tb927.1.1370,+
310,NA_peak_311,Tb927_01_v5.1,356243,357419,.,1177,1.456,4.813,4.821,24.086,0.876,63.824,12.84,Tb927.1.1390,Tb927.1.1390,+
311,NA_peak_312,Tb927_01_v5.1,357626,359377,.,1752,0.659,-3.26,5.723,3.637,57.939,109.602,68.095,Tb927.1.1390,Tb927.1.1390,+
312,NA_peak_313,Tb927_01_v5.1,361307,361852,.,546,3.965,1.294,4.143,0.16,2.848,12.32,4.788,Tb927.1.1420,Tb927.1.1420,+
313,NA_peak_314,Tb927_01_v5.1,364964,366709,.,1746,-1.745,-6.301,7.142,3.333,481.697,48.493,169.862,Tb927.1.1470,Tb927.1.1470,+
314,NA_peak_315,Tb927_01_v5.1,373869,375048,.,1180,1.737,2.49,4.971,26.351,5.476,65.734,19.945,Tb927.1.1500,Tb927.1.1500,+
315,NA_peak_316,Tb927_01_v5.1,377867,379786,.,1920,0.896,7.682,6.192,112.817,0.365,64.682,24.702,Tb927.1.1500,Tb927.1.1500,+
316,NA_peak_317,Tb927_01_v5.1,379869,380497,.,629,0.841,6.916,4.98,49.957,0.749,25.022,10.897,Tb927.1.1500,Tb927.1.1500,+
317,NA_peak_318,Tb927_01_v5.1,381927,382878,.,952,-1.939,-0.624,5.417,34.565,54.024,11.507,40.799,Tb927.1.1500,Tb927.1.1500,+
318,NA_peak_319,Tb927_01_v5.1,386790,388998,.,2209,0.133,-2.63,9.029,74.652,886.699,627.558,597.492,Tb927.1.1530,Tb927.1.1530,+
319,NA_peak_320,Tb927_01_v5.1,392175,393320,.,1146,4.915,1.307,8.029,429.663,291.594,214.154,9.991,Tb927.1.1530,Tb927.1.1530,+
320,NA_peak_321,Tb927_01_v5.1,396898,398315,.,1418,0.233,-5.869,6.695,1.2,159.234,137.569,150.3,Tb927.1.1540,Tb927.1.1540,+
321,NA_peak_322,Tb927_01_v5.1,398981,399790,.,810,-0.352,2.582,4.818,28.164,9.157,40.076,15.978,Tb927.1.1550,Tb927.1.1550,+
322,NA_peak_323,Tb927_01_v5.1,403213,404100,.,888,-0.912,0.787,6.02,89.552,137.184,4.972,2.958,Tb927.1.1560,Tb927.1.1560,+
323,NA_peak_324,Tb927_01_v5.1,404570,405558,.,989,1.335,-5.651,4.56,0.907,70.653,7.716,5.17,Tb927.1.1580,Tb927.1.1580,+
324,NA_peak_325,Tb927_01_v5.1,411472,413032,.,1561,0.199,0.113,5.522,18.13,39.249,63.021,50.242,Tb927.1.1610,Tb927.1.1610,+
325,NA_peak_326,Tb927_01_v5.1,414490,415592,.,1103,0.417,-3.257,4.267,0.412,17.523,41.882,17.633,Tb927.1.1620,Tb927.1.1620,+
326,NA_peak_327,Tb927_01_v5.1,417838,418599,.,762,0.69,-0.424,3.894,5.833,22.484,18.306,15.656,Tb927.1.1650,Tb927.1.1650,+
327,NA_peak_328,Tb927_01_v5.1,423691,424208,.,518,2.231,2.116,2.952,12.909,5.221,10.622,2.291,Tb927.1.1670,Tb927.1.1670,+
328,NA_peak_329,Tb927_01_v5.1,429234,431996,.,2763,0.767,-4.643,8.552,3.362,599.662,702.342,483.949,Tb927.1.1700,Tb927.1.1700,+
329,NA_peak_330,Tb927_01_v5.1,433149,434110,.,962,0.383,-1.487,6.689,59.084,370.637,4.646,3.643,Tb927.1.1710,Tb927.1.1710,+
330,NA_peak_331,Tb927_01_v5.1,436431,437752,.,1322,2.406,3.385,6.236,122.418,25.059,87.688,19.503,Tb927.1.1710,Tb927.1.1710,+
331,NA_peak_332,Tb927_01_v5.1,462760,463470,.,711,-5.126,4.733,1.51,0.2,0.475,0.104,0.234,Tb927.1.1740,Tb927.1.1740,+
332,NA_peak_333,Tb927_01_v5.1,468709,469936,.,1228,0.391,5.518,8.383,545.546,20.173,207.89,265.312,Tb927.1.1790,Tb927.1.1790,+
333,NA_peak_334,Tb927_01_v5.1,473147,474198,.,1052,1.661,7.354,7.524,364.796,4.079,55.234,17.095,Tb927.1.1840,Tb927.1.1840,+
334,NA_peak_335,Tb927_01_v5.1,475252,477422,.,2171,2.023,-3.075,6.689,10.705,144.443,214.57,59.824,Tb927.1.1840,Tb927.1.1840,+
335,NA_peak_336,Tb927_01_v5.1,479823,480480,.,658,1.237,3.314,5.08,2.4,6.41,25.644,4.364,Tb927.1.1850,Tb927.1.1850,+
336,NA_peak_337,Tb927_01_v5.1,481809,482589,.,781,1.264,-6.062,4.789,0.427,138.914,0.208,0.167,Tb927.1.1850,Tb927.1.1850,+
337,NA_peak_338,Tb927_01_v5.1,483372,484655,.,1284,-0.031,3.576,6.467,169.967,29.551,32.774,27.087,Tb927.1.1880,Tb927.1.1880,+
338,NA_peak_339,Tb927_01_v5.1,486910,487987,.,1078,1.672,-4.066,5.262,0.961,35.669,86.105,51.314,Tb927.1.1880,Tb927.1.1880,+
